epoch,lr,seconds,train_loss,train_accuracy,train_precision,train_recall,train_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1,val_balanced_accuracy
1,0.0002886199901104373,1669.31,0.41801488636820594,0.5037337054559069,0.8530120481927711,0.004836263781302513,0.009617997065695811,1.573009850309143,0.15801196385388824,1.0,0.017305407011289364,0.03402204862378622,0.5086527035056447
2,0.0002562124637873888,1631.87,0.40973190570241974,0.5174977025969164,0.917952084017066,0.03809121736643561,0.07314713112610492,1.5729477987863552,0.23421789487081585,0.9941278065630397,0.10687759952465835,0.19300539851792242,0.5515499108734403
3,0.00020771117313858086,1633.66,0.39597212663226244,0.5491848473503285,0.9516555457635654,0.10298084520857742,0.18585039031286496,1.592200477108164,0.24404989181621484,0.9925419515226849,0.11861259655377303,0.21190207656073776,0.5566396316102199
4,0.00015049999999999994,1632.54,0.38677005932185915,0.5637112419590892,0.9709518544577345,0.13149297615158445,0.23161857264455182,1.569297032921262,0.26925035000636377,0.9718913768461171,0.15151515151515152,0.26216025187945774,0.5626464646464646
5,9.328882686141905e-05,1635.31,0.3792680123027117,0.5732888601477145,0.978868258178603,0.15058897140836258,0.2610223039562409,1.4439252127714401,0.24815451190021637,0.9626928471248247,0.12745098039215685,0.2251008428163841,0.5489477124183006
6,4.4787536212611134e-05,1640.07,0.36977237712301914,0.5834382764371533,0.9828086976999765,0.17034940677043647,0.29036933959529193,1.522623916574897,0.27672775868652155,0.9483016449476608,0.16484699940582292,0.2808693726470309,0.5555346108140226
7,1.238000988956263e-05,1632.2,0.3613185436548878,0.5928116810183451,0.9815171086986395,0.19347455101985536,0.3232339231569896,1.5670424470658058,0.281786941580756,0.9186851211072664,0.17747326203208555,0.29747899159663865,0.5417366310160427
8,1e-06,1628.6,0.3489772436706525,0.6080732446138661,0.9797443339714692,0.2169928740442876,0.3552952769130854,1.4711928370923033,0.2961053837342497,0.8898442569759896,0.20369132501485443,0.33150006043756797,0.5264012180629828
